Q870508;P2043;2.6
Q849130;P2043;9.87
Q27472;P2043;4.25
Q14687215;P2043;56
Q26832795;P2043;12.7
Q2549396;P2043;23
Q859934;P2043;301
Q825383;P2043;12.2
Q5432065;P2043;11.0
Q6843842;P2043;8
Q31840;P2043;420
Q830362;P2043;32.11
Q1734638;P2043;6.3
Q255379;P2043;530
Q330256;P2043;78
Q4784075;P2043;51
Q7909990;P2043;11
Q2202894;P2043;5.951
Q2016080;P2043;710
Q7337648;P2043;61
Q2346218;P2043;1.8
Q849470;P2043;57
Q863102;P2043;354
Q5625886;P2043;6
Q882659;P2043;30.59
Q142148;P2043;2814
Q4561443;P2043;7.0
Q3541752;P2043;125
Q1878012;P2043;8.1
Q2588594;P2043;30
Q16661;P2043;170
Q2155417;P2043;5.488
Q729851;P2043;16.96
Q322846;P2043;21
Q830236;P2043;116
Q11378628;P2043;7.45
Q334544;P2043;158
Q1748463;P2043;19.6
Q592383;P2043;800
Q1814459;P2043;200
Q1634768;P2043;392
Q5569628;P2043;12
Q1865850;P2043;78.5
Q3555091;P2043;3.8
Q1109435;P2043;158.5
Q5609402;P2043;5
Q270558;P2043;42
Q1967584;P2043;47.5
Q870245;P2043;2.1
Q2248437;P2043;10
Q602176;P2043;206
Q430680;P2043;100
Q8505;P2043;1150
Q1243828;P2043;140.4
Q163339;P2043;208
Q299994;P2043;266
Q2253448;P2043;75
Q661667;P2043;200
Q7646528;P2043;9
Q165707;P2043;31.44
Q503262;P2043;156
Q525133;P2043;38.6
Q3479;P2043;434
Q4138223;P2043;80
Q2084390;P2043;1.884
Q814631;P2043;56
Q5625843;P2043;6
Q2990559;P2043;101
Q739632;P2043;64.3
Q22431500;P2043;17
Q2120890;P2043;69
Q4829913;P2043;12
Q845920;P2043;103
Q2620722;P2043;118
Q1865574;P2043;26
Q8029819;P2043;25
Q199268;P2043;25
Q4936345;P2043;6
Q1349493;P2043;97.4
Q486100;P2043;40
Q127631;P2043;10
Q1421753;P2043;25.3
Q5398847;P2043;3
Q2458401;P2043;40
Q999494;P2043;12
Q7944915;P2043;16
Q7069329;P2043;38.51
Q6115686;P2043;190
Q7316654;P2043;64
Q324350;P2043;4.8
Q1017698;P2043;37
Q790688;P2043;30
Q4667557;P2043;28
Q316940;P2043;20
Q477753;P2043;28.59
Q14761;P2043;115
Q4941528;P2043;2.1
Q7171349;P2043;45
Q979109;P2043;167.2
Q2880217;P2043;48
Q845520;P2043;460.65
Q7337733;P2043;25
Q168679;P2043;247
Q3086588;P2043;600
Q1161786;P2043;282
Q1688580;P2043;9.7
Q18028125;P2043;11.14
Q81507;P2043;545
Q5288219;P2043;90
Q4105709;P2043;201
Q144588;P2043;2.068
Q269461;P2043;52
Q5590088;P2043;15.6
Q1099017;P2043;89
Q7061728;P2043;54
Q1299568;P2043;18.45
Q753765;P2043;1280
Q1507416;P2043;264
Q874456;P2043;25
Q3491828;P2043;32.7
Q786654;P2043;72
Q1098916;P2043;18
Q4407296;P2043;145
Q12740071;P2043;42
Q4681248;P2043;41
Q4977535;P2043;51
Q71644;P2043;42
Q477280;P2043;6.5
Q3458518;P2043;400
Q1345896;P2043;240
Q6799234;P2043;34.6
Q4880434;P2043;20
Q5139897;P2043;14
Q7397017;P2043;65
Q6460763;P2043;97
Q2596729;P2043;357
Q1088466;P2043;193
Q7090902;P2043;75
Q3126744;P2043;72
Q7231435;P2043;38.6
Q7999420;P2043;3
Q1746504;P2043;26.5
Q1406197;P2043;45
Q1627553;P2043;91.2
Q7516332;P2043;302
Q1062750;P2043;133
Q1526890;P2043;3.2
Q1228131;P2043;60
Q1191119;P2043;100
Q5035017;P2043;8
Q7960052;P2043;14
Q1518531;P2043;124.9
