Q2614507;P1457;+14.3
Q283717;P1457;+13.2
Q157102;P1457;+13.1
Q136584;P1457;+14.0
Q4541883;P1457;+13.6
Q140151;P1457;+11.9
Q137488;P1457;+13.5
Q1312665;P1457;+12.5
Q762994;P1457;+12.8
Q1181341;P1457;+12.7
Q155060;P1457;+8.27
Q4540784;P1457;+14.2
Q18936495;P1457;+15.8
Q544837;P1457;+15.0
Q6710686;P1457;+14.9
Q533372;P1457;+12.6
Q155140;P1457;+9.9
Q912747;P1457;+11.9
Q4541469;P1457;+13.7
Q1082688;P1457;+14.2
Q2712653;P1457;+14.2
Q4616494;P1457;+16.2
Q155579;P1457;+9.95
Q16442444;P1457;+15.9
Q156718;P1457;+9.6
Q2621813;P1457;+15.4
Q136127;P1457;+9.8
Q4542215;P1457;+13.3
Q959022;P1457;+13.2
Q156074;P1457;+13.9
Q1189817;P1457;+13.1
Q1083990;P1457;+13.7
Q2708539;P1457;+14.1
Q3009;P1457;+5.33
Q6732916;P1457;+15.4
Q138454;P1457;+10.7
Q15185107;P1457;+14.1
Q906502;P1457;+13.0
Q2618402;P1457;+15.1
Q544502;P1457;+15.6
Q2622990;P1457;+15.5
Q4542755;P1457;+14.7
Q15193093;P1457;+15.8
Q2618425;P1457;+14.5
Q141439;P1457;+11.7
Q985505;P1457;+13.5
Q709964;P1457;+13.7
Q2626363;P1457;+15.0
Q2627662;P1457;+13.3
Q2471682;P1457;+15.8
Q2622140;P1457;+13.9
Q1047526;P1457;+10.9
Q22712957;P1457;+17.0
Q155500;P1457;+13.7
Q985422;P1457;+13.1
Q150402;P1457;+14.3
Q1090515;P1457;+17.2
Q2455769;P1457;+13.8
Q15548227;P1457;+15.4
Q546265;P1457;+12.9
Q2611540;P1457;+14.5
Q150824;P1457;+8.0
Q18714099;P1457;+13.5
Q4541145;P1457;+14.7
Q1192308;P1457;+13.7
Q1083698;P1457;+14.9
Q1485128;P1457;+12.8
Q666076;P1457;+16.4
Q1480164;P1457;+13.9
Q1484997;P1457;+15.2
Q3597796;P1457;+16.2
Q1088531;P1457;+14.5
Q2611642;P1457;+14.9
Q712323;P1457;+14.3
Q1480443;P1457;+13.4
Q587603;P1457;+14.1
Q19291315;P1457;+17.3
Q710350;P1457;+14.1
Q964381;P1457;+13.7
Q4359022;P1457;+16.8
Q140943;P1457;+15.8
Q4541294;P1457;+13.8
Q961904;P1457;+13.0
Q221838;P1457;+13.6
Q3597637;P1457;+15.5
Q557557;P1457;+12.0
Q1486119;P1457;+15.5
Q1081668;P1457;+13.1
Q6736279;P1457;+14.4
Q672527;P1457;+13.9
Q749156;P1457;+14.3
Q3597005;P1457;+13.6
Q18396882;P1457;+16.1
Q152847;P1457;+12.2
Q1628023;P1457;+13.1
Q3599833;P1457;+15.7
Q2709010;P1457;+14.4
Q2662546;P1457;+14.2
Q137999;P1457;+10.28
Q136845;P1457;+11.1
Q2620440;P1457;+15.6
Q926244;P1457;+15.2
Q16604129;P1457;+15.6
Q1086795;P1457;+14.9
Q24049866;P1457;+16.7
Q641270;P1457;+14.1
Q2710280;P1457;+15.0
Q610414;P1457;+16.5
Q17489725;P1457;+16.6
Q4542625;P1457;+13.7
Q2612003;P1457;+13.1
Q3597648;P1457;+16.7
Q2616427;P1457;+15.3
Q710225;P1457;+14.3
Q916186;P1457;+10.1
Q4542837;P1457;+14.9
Q152668;P1457;+12.2
Q15182320;P1457;+15.3
Q19624960;P1457;+13.8
Q709456;P1457;+15.0
Q3597361;P1457;+14.0
Q154990;P1457;+8.61
Q151381;P1457;+12.2
Q582429;P1457;+12.2
Q15182507;P1457;+15.2
Q2213952;P1457;+12.0
Q155007;P1457;+8.4
Q16604096;P1457;+18.3
Q584775;P1457;+13.7
Q1039530;P1457;+12.9
Q1044882;P1457;+14.3
Q1332762;P1457;+12.7
Q907378;P1457;+13.2
Q4541188;P1457;+14.0
Q1046579;P1457;+13.4
Q1088916;P1457;+14.4
Q15561528;P1457;+17.3
Q25397718;P1457;+17.3
Q655517;P1457;+13.4
Q151951;P1457;+9.2
Q1045194;P1457;+12.8
Q148921;P1457;+14.3
Q6734501;P1457;+14.6
Q686506;P1457;+13.1
Q4543344;P1457;+15.8
Q2472444;P1457;+14.6
Q749978;P1457;+13.1
Q152580;P1457;+12.4
Q1087078;P1457;+14.0
Q26710663;P1457;+16.2
Q642765;P1457;+12.0
Q150846;P1457;+12.3
Q2711292;P1457;+14.5
Q692602;P1457;+13.5
Q6731629;P1457;+15.7
Q959332;P1457;+15.2
Q135786;P1457;+11.39
Q155333;P1457;+10
Q153921;P1457;+12.8
Q150075;P1457;+4.5
Q778254;P1457;+13.0
Q367960;P1457;+15.6
Q26849112;P1457;+17.1
Q697376;P1457;+13.0
Q280197;P1457;+13.7
Q918882;P1457;+13.0
Q2756307;P1457;+15.2
Q572340;P1457;+13.6
Q985635;P1457;+13.8
Q1090649;P1457;+13.7
Q3596903;P1457;+14.2
Q1318385;P1457;+15.1
Q3597024;P1457;+13.4
Q1502574;P1457;+14.6
Q2622911;P1457;+14.2
Q709707;P1457;+14.1
Q4542839;P1457;+13.4
Q147177;P1457;+9.23
Q143834;P1457;+12.2
Q154695;P1457;+13.6
Q158070;P1457;+11.2
Q220564;P1457;+13.5
Q3597478;P1457;+16.0
Q21995649;P1457;+16.2
Q7021641;P1457;+15.0
Q690305;P1457;+14.3
Q718336;P1457;+13.4
Q678143;P1457;+13.6
Q16604125;P1457;+18.1
Q19344961;P1457;+15.6
Q685131;P1457;+13.6
Q2525002;P1457;+15.1
Q4541329;P1457;+14.4
Q14385545;P1457;+14.5
Q716807;P1457;+16.1
Q158353;P1457;+10.01
Q5683170;P1457;+16.3
Q157517;P1457;+10.22
Q2712619;P1457;+12.1
Q6740506;P1457;+15.3
Q280134;P1457;+13.3
Q719122;P1457;+12.1
Q777899;P1457;+13.9
Q4542847;P1457;+15.3
Q24732849;P1457;+15.5
Q2561870;P1457;+14.5
Q158330;P1457;+10.7
Q157016;P1457;+8.52
Q1067594;P1457;+12.2
Q19283001;P1457;+16.1
Q19605457;P1457;+16.3
Q144976;P1457;+8.3
Q1069347;P1457;+13.3
Q154652;P1457;+10.1
Q147917;P1457;+15.9
Q1090079;P1457;+15.1
Q140519;P1457;+10.82
Q710362;P1457;+12.7
Q3598235;P1457;+13.2
Q2618432;P1457;+12.6
Q718467;P1457;+12.4
Q664904;P1457;+12.3
Q6460658;P1457;+15.2
Q773285;P1457;+14.8
Q711553;P1457;+14.3
Q26710746;P1457;+15.9
Q222295;P1457;+13.6
Q2619406;P1457;+15.1
Q767494;P1457;+14.6
Q2612043;P1457;+14.3
Q2625296;P1457;+14.3
Q685867;P1457;+12.5
Q583729;P1457;+13.7
Q2616674;P1457;+14.3
Q734065;P1457;+14.2
Q145116;P1457;+12.3
Q2611117;P1457;+15.7
Q3596810;P1457;+16.5
Q1373723;P1457;+13.8
Q137585;P1457;+10.8
Q282956;P1457;+14.3
Q153011;P1457;+13.6
Q23014202;P1457;+15.3
Q797056;P1457;+13.8
Q2213586;P1457;+13.5
Q954896;P1457;+13.5
Q709172;P1457;+13.2
Q3596862;P1457;+12.8
Q148873;P1457;+10.4
Q16322462;P1457;+14.8
Q4540909;P1457;+13.9
Q2621583;P1457;+13.7
Q378459;P1457;+14.4
Q116282;P1457;+12
Q146473;P1457;+9.18
Q619104;P1457;+13.6
Q146304;P1457;+13.2
Q3598947;P1457;+14.7
Q148805;P1457;+8.18
Q137596;P1457;+10.88
Q15195085;P1457;+16.2
Q711253;P1457;+13.9
Q152168;P1457;+10.4
Q15187022;P1457;+16.2
Q154754;P1457;+11.8
Q430579;P1457;+13.9
Q5804292;P1457;+16.2
Q19605435;P1457;+17.1
Q148502;P1457;+11.2
Q1047412;P1457;+13.4
Q4540775;P1457;+13.1
Q1044888;P1457;+13.7
Q2524035;P1457;+10.1
Q1953157;P1457;+7.0
Q1081542;P1457;+13.6
