Q4841373;P136;['Q1425661']
Q7269900;P136;['Q213572']
Q33239634;P136;['Q83270']
Q16996815;P136;['Q460674']
Q4770274;P136;['Q840065']
Q4743910;P136;['Q183504']
Q16841329;P136;['Q850412', 'Q131272']
Q4171740;P136;['Q428656']
Q7578723;P136;['Q183504']
Q17150519;P136;['Q45981']
Q7578237;P136;['Q613408']
Q3765196;P136;['Q131272']
Q7573646;P136;['Q11399']
Q3667731;P136;['Q547137', 'Q316930', 'Q20502', 'Q170611', 'Q58339']
Q28859412;P136;['Q11401']
Q7300965;P136;['Q851213', 'Q2608506']
Q7241704;P136;['Q885561', 'Q11399']
Q7323486;P136;['Q8341']
Q2841452;P136;['Q183504']
Q7993308;P136;['Q852767']
Q18960152;P136;['Q492264']
Q20814154;P136;['Q183862']
Q19601363;P136;['Q8341']
Q3284113;P136;['Q1253172']
Q17508980;P136;['Q8341']
Q2707999;P136;['Q11401']
Q6739105;P136;['Q105527']
Q7901657;P136;['Q11366']
Q6690680;P136;['Q2743435', 'Q835891']
Q2136227;P136;['Q49451']
Q17061221;P136;['Q753679', 'Q966564']
Q17508363;P136;['Q11401']
Q3523119;P136;['Q1391336']
Q9086993;P136;['Q189045']
Q20813477;P136;['Q484344']
Q29578511;P136;['Q83270']
Q7065630;P136;['Q37073']
Q5215374;P136;['Q9778']
Q8036591;P136;['Q57143']
Q7559786;P136;['Q37073']
Q192340;P136;['Q83270']
Q17150809;P136;['Q753679']
Q16845156;P136;['Q1443316']
Q20814224;P136;['Q272167']
Q4546929;P136;['Q83270']
Q5196071;P136;['Q49451']
Q7100147;P136;['Q753679']
Q6029971;P136;['Q8341']
Q5180157;P136;['Q38848']
Q7067931;P136;['Q11366']
Q6586311;P136;['Q105527']
Q3275218;P136;['Q484641']
Q6383136;P136;['Q164444']
Q7771100;P136;['Q37073']
Q7171552;P136;['Q187760']
Q6884117;P136;['Q11401']
Q7745919;P136;['Q253918']
Q5142198;P136;['Q11399']
Q7760446;P136;['Q209137', 'Q193207', 'Q592330', 'Q598929']
Q4839170;P136;['Q8341']
Q168810;P136;['Q3071']
Q11708701;P136;['Q183862']
Q2437539;P136;['Q3071']
Q5249236;P136;['Q8341']
Q39052748;P136;['Q83270']
Q7548459;P136;['Q38848']
Q16242367;P136;['Q3930216']
Q5681171;P136;['Q483352']
Q5691776;P136;['Q484641']
Q1935785;P136;['Q11401']
Q28452005;P136;['Q8341']
Q6968040;P136;['Q2994332']
Q339960;P136;['Q1435509']
Q3759201;P136;['Q11366']
Q7111746;P136;['Q38848']
Q6695522;P136;['Q235858', 'Q4470542', 'Q105527', 'Q9759']
Q7993435;P136;['Q83440']
Q7169739;P136;['Q7390']
Q4745944;P136;['Q936942']
Q16994641;P136;['Q83440']
Q7798709;P136;['Q429264']
Q7901742;P136;['Q11401']
Q3664201;P136;['Q37073']
Q24038224;P136;['Q8341']
Q4829976;P136;['Q484641']
Q7727546;P136;['Q11401']
Q1649247;P136;['Q11366']
Q7728854;P136;['Q876171']
Q7846655;P136;['Q2525544']
Q7917259;P136;['Q11401']
Q6369141;P136;['Q37073']
Q2421711;P136;['Q483352', 'Q211723']
Q7716820;P136;['Q83440']
Q7993227;P136;['Q83440']
Q774181;P136;['Q37073']
