Q925956;P577;1093989600.0
Q5051723;P577;504918000.0
Q3421513;P577;655513200.0
Q2431115;P577;1251842400.0
Q755085;P577;293670000.0
Q6542730;P577;1006210800.0
Q909757;P577;467334000.0
Q2199924;P577;63068400.0
Q313762;P577;488066400.0
Q39045491;P577;1503007200.0
Q16185896;P577;1395010800.0
Q7499912;P577;1189980000.0
Q904752;P577;1080597600.0
Q3749013;P577;820450800.0
Q2019193;P577;883609200.0
Q4959827;P577;883609200.0
Q5190531;P577;820450800.0
Q4878761;P577;690505200.0
Q5570738;P577;1175464800.0
Q6875432;P577;867103200.0
Q736395;P577;1159912800.0
Q373392;P577;1017010800.0
Q4657971;P577;1037055600.0
Q1327559;P577;243817200.0
Q5599752;P577;915145200.0
Q18163887;P577;1400536800.0
Q2155544;P577;725842800.0
Q19892424;P577;915145200.0
Q6907426;P577;915145200.0
Q964141;P577;520466400.0
Q7824666;P577;1158357600.0
Q2698542;P577;1185228000.0
Q1140480;P577;1101164400.0
Q5757035;P577;1251410400.0
Q26158079;P577;1463695200.0
Q3311432;P577;915145200.0
Q3602716;P577;883609200.0
Q2897970;P577;-297824400.0
Q5375078;P577;951778800.0
Q20813561;P577;915145200.0
Q18713517;P577;1418079600.0
Q27818091;P577;1399240800.0
Q16245291;P577;1384210800.0
Q7522619;P577;1337896800.0
Q7638193;P577;1124748000.0
Q4733985;P577;997740000.0
Q5579867;P577;662684400.0
Q1933266;P577;896738400.0
Q1091156;P577;575074800.0
Q4038918;P577;883609200.0
Q3295415;P577;283993200.0
Q3435148;P577;883609200.0
Q286589;P577;1123538400.0
Q12269866;P577;1373580000.0
Q16986209;P577;915145200.0
Q1930309;P577;835048800.0
Q8036777;P577;1046127600.0
Q1025970;P577;952383600.0
Q1065599;P577;476924400.0
Q2707370;P577;915145200.0
Q4744837;P577;1254780000.0
Q16044628;P577;1392073200.0
Q3521315;P577;1213653600.0
Q8037706;P577;252457200.0
Q3846722;P577;876175200.0
Q16967237;P577;1228172400.0
Q20813688;P577;189298800.0
Q24704594;P577;1209420000.0
Q7644015;P577;820450800.0
Q7196048;P577;283388400.0
Q30317355;P577;1497564000.0
Q7991319;P577;788914800.0
Q7462853;P577;820450800.0
Q7977712;P577;898552800.0
Q1929747;P577;968104800.0
Q524804;P577;750380400.0
Q10676728;P577;1164150000.0
Q5397601;P577;1069110000.0
Q7065319;P577;1192399200.0
Q7200006;P577;1008889200.0
Q20444350;P577;883609200.0
Q2610402;P577;27471600.0
Q6494312;P577;631148400.0
Q4967518;P577;408063600.0
Q1653768;P577;505004400.0
Q4922801;P577;1076281200.0
Q5051843;P577;1247522400.0
Q3496449;P577;61513200.0
Q5419251;P577;1360191600.0
Q6011479;P577;610581600.0
Q10294052;P577;1050357600.0
Q6163073;P577;802476000.0
Q7187793;P577;347151600.0
Q5116482;P577;877993200.0
Q4728621;P577;1001973600.0
Q17017533;P577;-319597200.0
Q390333;P577;866498400.0
Q7765918;P577;820450800.0
Q7765524;P577;915145200.0
Q7560362;P577;1331074800.0
Q7786284;P577;809647200.0
Q5157430;P577;1286316000.0
Q5214708;P577;536454000.0
Q3504200;P577;725842800.0
Q3523284;P577;866498400.0
Q4729605;P577;883609200.0
Q7726884;P577;725842800.0
Q7229771;P577;915145200.0
Q170200;P577;288745200.0
Q10677562;P577;954712800.0
Q3283185;P577;1159221600.0
Q16247593;P577;63068400.0
Q4354302;P577;1219701600.0
Q7243066;P577;1077058800.0
Q5417672;P577;1241388000.0
Q6726683;P577;915145200.0
Q7524048;P577;599612400.0
Q692298;P577;175734000.0
Q18160547;P577;1323385200.0
Q7697423;P577;1221516000.0
Q1546771;P577;1241474400.0
Q3287596;P577;1112738400.0
Q7392796;P577;-63162000.0
Q17049658;P577;813279600.0
Q18344236;P577;1411077600.0
Q5433455;P577;1312149600.0
Q16998688;P577;437612400.0
Q867973;P577;1069023600.0
Q4753434;P577;802389600.0
Q1074272;P577;733960800.0
Q512861;P577;1139266800.0
Q3607999;P577;1363561200.0
Q2592019;P577;1340575200.0
Q966211;P577;669855600.0
Q659821;P577;879202800.0
Q16247792;P577;1394492400.0
Q5639174;P577;1208815200.0
Q7311970;P577;1186437600.0
Q8063328;P577;738972000.0
Q23647051;P577;1463695200.0
Q5111569;P577;441759600.0
Q2627881;P577;752799600.0
Q2900282;P577;915145200.0
Q1026825;P577;20300400.0
Q592682;P577;567990000.0
Q7354708;P577;757378800.0
Q4857943;P577;820450800.0
Q16959349;P577;1225062000.0
Q7991086;P577;1187647200.0
Q7617847;P577;573346800.0
Q1755913;P577;411692400.0
Q7572403;P577;409446000.0
Q1556576;P577;1178488800.0
Q7713730;P577;-31539600.0
Q3964601;P577;915145200.0
Q7824595;P577;1216072800.0
Q663356;P577;1072911600.0
Q4838723;P577;660870000.0
Q19660069;P577;1260918000.0
Q22909495;P577;1330383600.0
Q21428176;P577;1447974000.0
Q6496455;P577;763081200.0
Q535197;P577;852073200.0
Q920554;P577;446079600.0
Q2735821;P577;754009200.0
Q23763094;P577;1422399600.0
Q6469502;P577;915145200.0
Q5378267;P577;599612400.0
Q6397817;P577;820450800.0
Q1318345;P577;757378800.0
Q28451760;P577;-157770000.0
Q80322;P577;1353020400.0
Q1660782;P577;883609200.0
Q17061609;P577;-94698000.0
Q5652295;P577;1001282400.0
Q4581861;P577;441759600.0
Q7973054;P577;718585200.0
Q5710127;P577;1189461600.0
Q18398069;P577;1422918000.0
Q3306794;P577;1235343600.0
Q3537322;P577;1316988000.0
Q4660695;P577;694220400.0
Q646468;P577;729126000.0
Q7318163;P577;1199142000.0
Q1758353;P577;694220400.0
Q10280362;P577;1015196400.0
Q5291589;P577;309481200.0
Q17502079;P577;1435615200.0
Q204494;P577;1351202400.0
Q5448340;P577;915145200.0
Q2302658;P577;-31539600.0
Q28790391;P577;1495144800.0
Q5759782;P577;1112047200.0
Q6384594;P577;915145200.0
Q7539660;P577;1065477600.0
Q5616348;P577;1188856800.0
Q4765925;P577;1282600800.0
Q28797349;P577;1491516000.0
Q7732431;P577;1170716400.0
Q7751811;P577;883609200.0
Q7698328;P577;788914800.0
Q3286081;P577;1203980400.0
Q632947;P577;971128800.0
Q5584781;P577;712274400.0
Q7754633;P577;1148335200.0
Q6412249;P577;719535600.0
Q6724545;P577;189298800.0
Q1943336;P577;946681200.0
Q3731264;P577;1289775600.0
Q28429645;P577;1473976800.0
Q1764615;P577;568249200.0
Q26158037;P577;1473372000.0
Q22094601;P577;1452639600.0
Q5191275;P577;220921200.0
Q3658042;P577;1167606000.0
Q16844626;P577;1248732000.0
Q7750630;P577;252457200.0
Q8026340;P577;1196809200.0
Q3515974;P577;1314568800.0
Q7073259;P577;812070000.0
Q21786376;P577;1443132000.0
Q7971280;P577;347151600.0
Q7204269;P577;865288800.0
Q8042752;P577;1204239600.0
Q14088229;P577;1373925600.0
Q17036308;P577;631148400.0
Q1757594;P577;531961200.0
Q5574517;P577;1010962800.0
Q2757716;P577;500598000.0
Q1726106;P577;1107817200.0
Q16998428;P577;504918000.0
Q943328;P577;848271600.0
Q5616396;P577;258591600.0
Q17100359;P577;496620000.0
Q7734132;P577;631148400.0
Q6949580;P577;694220400.0
Q2518588;P577;946681200.0
Q17006301;P577;1398722400.0
Q24883207;P577;1468533600.0
Q4738459;P577;827190000.0
Q2077246;P577;1100559600.0
Q6911159;P577;-189392400.0
Q2022584;P577;942102000.0
Q6012617;P577;838159200.0
Q6670813;P577;1041375600.0
Q1047737;P577;883609200.0
Q7771137;P577;852073200.0
Q4944012;P577;852073200.0
Q29830273;P577;1330988400.0
Q2080612;P577;1136070000.0
Q11682779;P577;536454000.0
Q17507888;P577;842911200.0
Q5287411;P577;725842800.0
Q16851007;P577;1067814000.0
Q1938528;P577;1139785200.0
Q7717363;P577;852073200.0
Q4716785;P577;-94698000.0
Q3951184;P577;1026770400.0
Q3202737;P577;406162800.0
Q432171;P577;972946800.0
Q1960868;P577;441759600.0
Q2261050;P577;861660000.0
Q1939979;P577;1136070000.0
Q19601380;P577;915145200.0
Q7733572;P577;1196722800.0
Q5446069;P577;1314655200.0
Q4658039;P577;915145200.0
Q4545585;P577;915145200.0
Q5191031;P577;1347573600.0
Q6682785;P577;883609200.0
Q7716412;P577;250210800.0
Q550525;P577;883609200.0
Q3280904;P577;883609200.0
Q1122620;P577;1005519600.0
Q6664009;P577;-42598800.0
Q7095387;P577;189298800.0
Q10319242;P577;198111600.0
Q4839268;P577;694220400.0
Q7767610;P577;883609200.0
Q36010147;P577;1506636000.0
Q5289317;P577;324511200.0
Q7560629;P577;925164000.0
Q3285231;P577;449618400.0
Q5421863;P577;1190671200.0
Q289778;P577;718412400.0
Q7785813;P577;694220400.0
Q8000465;P577;915145200.0
Q4630728;P577;1034028000.0
Q16933137;P577;1006815600.0
Q1463030;P577;915145200.0
Q7993094;P577;883609200.0
Q838058;P577;1028671200.0
Q5647874;P577;126226800.0
Q6778375;P577;915145200.0
Q17145794;P577;1314655200.0
Q6844099;P577;915145200.0
Q25096251;P577;883609200.0
Q2449622;P577;-252118800.0
Q2522530;P577;1192831200.0
Q6902611;P577;861660000.0
Q488898;P577;1078268400.0
Q7763047;P577;757378800.0
