Q20539331;P452;['Q7112620']
Q7922635;P452;['Q7397']
Q727161;P452;['Q155930']
Q55441;P452;['Q207652']
Q7531086;P452;['Q18127']
Q2814507;P452;['Q112165970']
Q15913627;P452;['Q15078788']
Q5162424;P452;['Q44497']
Q17141630;P452;['Q418']
Q3633705;P452;['Q837171']
Q29468921;P452;['Q22687']
Q8058706;P452;['Q862571']
Q716149;P452;['Q68']
Q17020584;P452;['Q2986369']
Q5425278;P452;['Q837171']
Q6674267;P452;['Q4899370']
Q795474;P452;['Q396622']
Q4349112;P452;['Q12880211']
Q12688183;P452;['Q31207']
Q6401645;P452;['Q840850']
Q7960224;P452;['Q43015', 'Q837171']
Q853110;P452;['Q4265939', 'Q107597958']
Q3026083;P452;['Q1004']
Q6955549;P452;['Q187939']
Q547924;P452;['Q651658']
Q7566910;P452;['Q11032']
Q1454852;P452;['Q627371']
Q5330120;P452;['Q862571']
Q5356388;P452;['Q104840846']
Q16968635;P452;['Q92774440']
Q4882961;P452;['Q837171']
Q7311108;P452;['Q1416636']
Q7939784;P452;['Q418']
Q4883603;P452;['Q187939']
Q5570189;P452;['Q837171']
Q7907573;P452;['Q778575']
Q7064897;P452;['Q75']
Q4855900;P452;['Q1416657']
Q4890299;P452;['Q126793']
Q4740271;P452;['Q43015']
Q2300433;P452;['Q806718', 'Q1416657', 'Q837171']
Q5435841;P452;['Q126793']
Q1184506;P452;['Q7590', 'Q29584313']
Q19895080;P452;['Q11707']
Q1755034;P452;['Q862571']
Q709190;P452;['Q3966']
Q1051815;P452;['Q3477363', 'Q725252', 'Q112166047']
Q7670791;P452;['Q39809']
Q2471622;P452;['Q880371']
Q10860253;P452;['Q837171']
Q1232862;P452;['Q44497']
Q7072867;P452;['Q1356889']
Q2021416;P452;['Q607081']
Q8824673;P452;['Q9135']
Q3067008;P452;['Q126793']
Q416624;P452;['Q22687']
Q5604056;P452;['Q1951366']
Q2479728;P452;['Q12684']
Q1785549;P452;['Q12880211']
Q5663242;P452;['Q22687']
Q3820563;P452;['Q126793']
